time_sec,Section,sats,time,lat,long,velocity,afr,heading,height,FixType,accelX,accelY,accelZ,accelSqrt,gyroX,gyroY,gyroZ,magX,magY,magZ,mDirection,Time_ms
42360,Practice,15,42359.5,798.502494,-6054.193968,164.902,17.919002240617207,173.274,7.73,3,0,0,0,0,0,0,0,0,0,0,0,0
42400,Practice,16,42400.0,798.489948,-6054.195384,169.128,17.78976985828494,173.564,7.626,3,0,0,0,0,0,0,0,0,0,0,0,0
42401,Practice,16,42400.55,798.4758,-6054.196932,173.333,17.656179613357832,173.663,7.21,3,0,0,0,0,0,0,0,0,0,0,0,0
42402,Practice,15,42401.5,798.45042,-6054.199764,181.058,17.87344266802327,173.632,7.061,3,0,0,0,0,0,0,0,0,0,0,0,0
42403,Practice,15,42402.55,798.421218,-6054.20292,189.364,17.902264617379426,173.781,6.308,3,0,0,0,0,0,0,0,0,0,0,0,0
42404,Practice,14,42403.5,798.39375,-6054.206184,196.474,18.19965981526216,173.143,4.631,3,0,0,0,0,0,0,0,0,0,0,0,0
42405,Practice,14,42404.55,798.36291,-6054.210366,189.32,17.689104851865036,172.203,3.686,3,0,0,0,0,0,0,0,0,0,0,0,0
42406,Practice,15,42405.5,798.339282,-6054.213642,150.088,17.780116996671165,172.38,3.448,3,0,0,0,0,0,0,0,0,0,0,0,0
42407,Practice,14,42406.55,798.319794,-6054.216486,106.232,18.13155466198808,171.829,3.502,3,0,0,0,0,0,0,0,0,0,0,0,0
42408,Practice,15,42407.5,798.307638,-6054.217872,74.29,17.314984486259604,175.558,3.307,3,0,0,0,0,0,0,0,0,0,0,0,0
42409,Practice,16,42408.55,798.298134,-6054.216168,55.609,15.276820631605649,202.574,3.116,3,0,0,0,0,0,0,0,0,0,0,0,0
42410,Practice,16,42409.5,798.292884,-6054.210312,55.876,15.18172454908758,238.399,3.504,3,0,0,0,0,0,0,0,0,0,0,0,0
42411,Practice,16,42410.55,798.290778,-6054.200154,72.893,16.767479656343706,263.837,3.608,3,0,0,0,0,0,0,0,0,0,0,0,0
42412,Practice,16,42411.5,798.289908,-6054.187956,88.956,17.694104022234555,263.812,3.617,3,0,0,0,0,0,0,0,0,0,0,0,0
42413,Practice,16,42412.55,798.286398,-6054.175032,81.454,17.729569503823317,246.241,4.923,3,0,0,0,0,0,0,0,0,0,0,0,0
42414,Practice,16,42413.5,798.278862,-6054.166752,79.722,18.018921467591493,218.056,4.864,3,0,0,0,0,0,0,0,0,0,0,0,0
42415,Practice,16,42414.55,798.266508,-6054.160272,94.615,17.897040122937966,204.096,4.715,3,0,0,0,0,0,0,0,0,0,0,0,0
42416,Practice,16,42415.5,798.253704,-6054.15375,99.526,18.456246229054205,208.295,4.469,3,0,0,0,0,0,0,0,0,0,0,0,0
42417,Practice,16,42416.55,798.242664,-6054.145128,78.502,18.213294039571004,223.835,4.419,3,0,0,0,0,0,0,0,0,0,0,0,0
42418,Practice,16,42417.5,798.237636,-6054.136596,62.262,15.676860476856657,251.436,4.416,3,0,0,0,0,0,0,0,0,0,0,0,0
42419,Practice,16,42418.55,798.235512,-6054.127332,57.931,15.31683401573733,246.726,4.447,3,0,0,0,0,0,0,0,0,0,0,0,0
42420,Practice,16,42419.5,798.229542,-6054.120972,65.93,16.420892485988436,216.554,4.335,3,0,0,0,0,0,0,0,0,0,0,0,0
42421,Practice,16,42420.55,798.219798,-6054.113526,85.342,18.484025700075627,220.834,4.324,3,0,0,0,0,0,0,0,0,0,0,0,0
42422,Practice,16,42421.5,798.210888,-6054.103128,101.095,17.741717354135478,232.325,4.308,3,0,0,0,0,0,0,0,0,0,0,0,0
42423,Practice,16,42422.55,798.201774,-6054.08796,117.05,17.98878595279617,241.661,4.178,3,0,0,0,0,0,0,0,0,0,0,0,0
42424,Practice,16,42423.5,798.195036,-6054.07116,129.182,17.850935320743822,250.904,3.94,3,0,0,0,0,0,0,0,0,0,0,0,0
42425,Practice,16,42424.55,798.191238,-6054.049818,136.858,17.89874971140075,266.006,3.779,3,0,0,0,0,0,0,0,0,0,0,0,0
42426,Practice,16,42425.5,798.192348,-6054.029106,143.618,18.392562718402967,277.049,3.494,3,0,0,0,0,0,0,0,0,0,0,0,0
42427,Practice,16,42426.55,798.197652,-6054.005598,152.032,17.8006768292689,283.247,3.406,3,0,0,0,0,0,0,0,0,0,0,0,0
42428,Practice,16,42427.5,798.199884,-6053.983758,149.612,18.333020181481967,271.131,3.236,3,0,0,0,0,0,0,0,0,0,0,0,0
42429,Practice,16,42428.55,798.198306,-6053.95914,154.307,17.729455195942204,263.429,3.162,3,0,0,0,0,0,0,0,0,0,0,0,0
42430,Practice,16,42429.5,798.193248,-6053.937222,156.002,17.881611169672905,252.881,3.433,3,0,0,0,0,0,0,0,0,0,0,0,0
42431,Practice,16,42430.55,798.183468,-6053.914788,143.201,18.268509271996905,242.715,3.454,3,0,0,0,0,0,0,0,0,0,0,0,0
42432,Practice,15,42431.5,798.174534,-6053.898816,113.828,17.576725252428652,238.489,3.114,3,0,0,0,0,0,0,0,0,0,0,0,0
42433,Practice,15,42432.55,798.165684,-6053.885892,87.844,17.58946618759176,233.321,3.055,3,0,0,0,0,0,0,0,0,0,0,0,0
42434,Practice,15,42433.5,798.158064,-6053.877864,71.366,17.406826203059232,218.763,2.955,3,0,0,0,0,0,0,0,0,0,0,0,0
42435,Practice,15,42434.55,798.147372,-6053.87556,72.457,17.05663250552462,181.833,3.448,3,0,0,0,0,0,0,0,0,0,0,0,0
42436,Practice,15,42435.5,798.13563,-6053.877366,89.96,18.187739076247297,168.67,3.151,3,0,0,0,0,0,0,0,0,0,0,0,0
42437,Practice,15,42436.55,798.120264,-6053.88099,107.528,17.65542456598673,166.137,3.334,3,0,0,0,0,0,0,0,0,0,0,0,0
42438,Practice,16,42437.5,798.105258,-6053.887614,118.534,18.22956903034808,151.294,3.312,3,0,0,0,0,0,0,0,0,0,0,0,0
42439,Practice,16,42438.55,798.08943,-6053.899944,130.792,18.01505904323375,139.736,3.959,3,0,0,0,0,0,0,0,0,0,0,0,0
42440,Practice,15,42439.5,798.074604,-6053.913252,142.193,18.058655041272413,138.757,3.852,3,0,0,0,0,0,0,0,0,0,0,0,0
42441,Practice,15,42440.55,798.056574,-6053.928648,152.197,18.14303003789533,141.659,3.376,3,0,0,0,0,0,0,0,0,0,0,0,0
42442,Practice,15,42441.5,798.03915,-6053.94138,144.173,18.138047371358663,144.081,4.271,3,0,0,0,0,0,0,0,0,0,0,0,0
42443,Practice,16,42442.55,798.023604,-6053.95614,128.38,17.83546069094635,131.416,5.417,3,0,0,0,0,0,0,0,0,0,0,0,0
42444,Practice,15,42443.5,798.014424,-6053.971704,123.898,17.996091971359174,115.131,5.046,3,0,0,0,0,0,0,0,0,0,0,0,0
42445,Practice,15,42444.55,798.008064,-6053.991786,134.442,18.054087580744845,106.383,5.28,3,0,0,0,0,0,0,0,0,0,0,0,0
42446,Practice,15,42445.5,798.000498,-6054.010842,144.05,18.147592886013868,115.712,5.139,3,0,0,0,0,0,0,0,0,0,0,0,0
42447,Practice,15,42446.55,797.987052,-6054.03096,155.027,18.033496825464493,126.49,5.083,3,0,0,0,0,0,0,0,0,0,0,0,0
42448,Practice,14,42447.5,797.97225,-6054.048978,163.742,17.516923510910207,130.191,4.914,3,0,0,0,0,0,0,0,0,0,0,0,0
42449,Practice,15,42448.55,797.955162,-6054.069822,171.256,18.010894332457653,129.793,4.646,3,0,0,0,0,0,0,0,0,0,0,0,0
42450,Practice,14,42449.5,797.93955,-6054.088752,160.621,18.02144161098696,129.828,4.988,3,0,0,0,0,0,0,0,0,0,0,0,0
42451,Practice,15,42450.55,797.92644,-6054.105336,117.328,18.340971643588517,128.301,5.444,3,0,0,0,0,0,0,0,0,0,0,0,0
42452,Practice,15,42451.5,797.919768,-6054.117522,85.756,18.133444068464627,113.851,5.889,3,0,0,0,0,0,0,0,0,0,0,0,0
42453,Practice,16,42452.55,797.918526,-6054.128976,65.344,16.40530867554857,81.216,5.264,3,0,0,0,0,0,0,0,0,0,0,0,0
42454,Practice,16,42453.5,797.923026,-6054.135948,54.436,15.932529394920763,40.193,5.234,3,0,0,0,0,0,0,0,0,0,0,0,0
42455,Practice,15,42454.55,797.931036,-6054.137196,53.878,16.20553953055317,353.754,5.326,3,0,0,0,0,0,0,0,0,0,0,0,0
42456,Practice,16,42455.5,797.939628,-6054.133956,72.054,17.04400343798404,334.217,5.044,3,0,0,0,0,0,0,0,0,0,0,0,0
42457,Practice,15,42456.55,797.951022,-6054.127104,90.104,18.059002032105045,329.697,5.035,3,0,0,0,0,0,0,0,0,0,0,0,0
42458,Practice,15,42457.5,797.963892,-6054.121164,104.299,17.948851756340847,337.852,4.09,3,0,0,0,0,0,0,0,0,0,0,0,0
42459,Practice,15,42458.55,797.981574,-6054.117648,119.189,18.169226566224456,353.187,3.929,3,0,0,0,0,0,0,0,0,0,0,0,0
42460,Practice,16,42459.5,797.999688,-6054.118218,131.015,17.467462910462217,5.796,4.172,3,0,0,0,0,0,0,0,0,0,0,0,0
42500,Practice,15,42500.0,798.009708,-6054.12003,135.608,17.783101449390724,10.551,3.818,3,0,0,0,0,0,0,0,0,0,0,0,0
42501,Practice,15,42500.55,798.021012,-6054.12318,142.819,18.121341544386382,14.916,3.737,3,0,0,0,0,0,0,0,0,0,0,0,0
42502,Practice,16,42501.5,798.04056,-6054.132132,153.659,17.909301104055416,24.736,3.825,3,0,0,0,0,0,0,0,0,0,0,0,0
42503,Practice,16,42502.55,798.063156,-6054.143556,164.12,17.729316029494,26.72,4.14,3,0,0,0,0,0,0,0,0,0,0,0,0
42504,Practice,16,42503.5,798.084636,-6054.154884,172.296,18.22477337665564,27.417,4.073,3,0,0,0,0,0,0,0,0,0,0,0,0
42505,Practice,16,42504.55,798.109398,-6054.168312,180.641,18.401045530036527,28.082,3.637,3,0,0,0,0,0,0,0,0,0,0,0,0
42506,Practice,15,42505.5,798.132732,-6054.181044,187.585,18.10321412949939,28.169,3.287,3,0,0,0,0,0,0,0,0,0,0,0,0
42507,Practice,15,42506.55,798.159378,-6054.195948,193.928,18.21363798958327,28.865,2.96,3,0,0,0,0,0,0,0,0,0,0,0,0
42508,Practice,16,42507.5,798.18435,-6054.20985,200.592,17.95084307540686,28.591,2.509,3,0,0,0,0,0,0,0,0,0,0,0,0
42509,Practice,16,42508.55,798.212832,-6054.225486,206.399,17.640138115824843,28.328,2.39,3,0,0,0,0,0,0,0,0,0,0,0,0
42510,Practice,16,42509.5,798.239346,-6054.239898,211.324,18.14699023660328,28.061,2.295,3,0,0,0,0,0,0,0,0,0,0,0,0
42511,Practice,16,42510.55,798.269292,-6054.256248,216.644,17.731396587721896,28.237,2.628,3,0,0,0,0,0,0,0,0,0,0,0,0
42512,Practice,16,42511.5,798.296742,-6054.271236,219.809,18.374391534021782,28.084,3.461,3,0,0,0,0,0,0,0,0,0,0,0,0
42513,Practice,16,42512.55,798.326256,-6054.287466,197.417,17.90637075675763,28.021,6.232,3,0,0,0,0,0,0,0,0,0,0,0,0
42514,Practice,16,42513.5,798.348408,-6054.300294,165.118,18.25589666165625,30.546,9.048,3,0,0,0,0,0,0,0,0,0,0,0,0
42515,Practice,16,42514.55,798.367806,-6054.314334,140.749,17.717851613822678,38.847,11.354,3,0,0,0,0,0,0,0,0,0,0,0,0
42516,Practice,14,42515.5,798.381084,-6054.328074,125.248,17.60845330726988,51.217,12.434,3,0,0,0,0,0,0,0,0,0,0,0,0
42517,Practice,15,42516.55,798.38961,-6054.344526,110.642,17.816910929746346,69.145,13.531,3,0,0,0,0,0,0,0,0,0,0,0,0
42518,Practice,14,42517.5,798.392166,-6054.358914,92.948,18.22380145722156,84.584,13.841,3,0,0,0,0,0,0,0,0,0,0,0,0
42519,Practice,15,42518.55,798.393084,-6054.371424,70.985,17.418020641722805,83.311,14.396,3,0,0,0,0,0,0,0,0,0,0,0,0
42520,Practice,16,42519.5,798.397872,-6054.379656,64.451,15.81055085162443,46.855,15.12,3,0,0,0,0,0,0,0,0,0,0,0,0
42521,Practice,14,42520.55,798.406848,-6054.382572,60.491,15.7889498988535,3.046,16.252,3,0,0,0,0,0,0,0,0,0,0,0,0
42522,Practice,15,42521.5,798.416904,-6054.380382,76.766,17.67338463973019,343.771,17.078,3,0,0,0,0,0,0,0,0,0,0,0,0
42523,Practice,14,42522.55,798.429204,-6054.374598,90.576,18.387177624165247,333.142,18.407,3,0,0,0,0,0,0,0,0,0,0,0,0
42524,Practice,14,42523.5,798.441528,-6054.367398,102.906,17.920609141318465,328.934,22.579,3,0,0,0,0,0,0,0,0,0,0,0,0
42525,Practice,14,42524.55,798.454668,-6054.355794,115.463,17.242994359232945,316.645,27.474,3,0,0,0,0,0,0,0,0,0,0,0,0
42526,Practice,14,42525.5,798.46677,-6054.342822,124.873,18.01447547745673,310.616,25.966,3,0,0,0,0,0,0,0,0,0,0,0,0
42527,Practice,14,42526.55,798.480192,-6054.326154,136.868,17.88296170683828,309.091,25.042,3,0,0,0,0,0,0,0,0,0,0,0,0
42528,Practice,13,42527.5,798.493722,-6054.30993,149.015,18.050038938772133,310.502,24.805,3,0,0,0,0,0,0,0,0,0,0,0,0
42529,Practice,13,42528.55,798.510402,-6054.291084,159.473,18.031264047777974,311.732,24.243,3,0,0,0,0,0,0,0,0,0,0,0,0
42530,Practice,14,42529.5,798.526608,-6054.274416,159.959,17.79495459016029,313.971,23.913,3,0,0,0,0,0,0,0,0,0,0,0,0
42531,Practice,14,42530.55,798.541956,-6054.255558,148.424,18.32217271684848,307.477,23.571,3,0,0,0,0,0,0,0,0,0,0,0,0
42532,Practice,15,42531.5,798.552798,-6054.238398,137.398,17.782846364786614,302.43,21.247,3,0,0,0,0,0,0,0,0,0,0,0,0
42533,Practice,14,42532.55,798.563124,-6054.223206,106.196,17.932714887690494,305.73,18.817,3,0,0,0,0,0,0,0,0,0,0,0,0
42534,Practice,14,42533.5,798.573288,-6054.213414,95.735,18.0437546013374,322.186,18.025,3,0,0,0,0,0,0,0,0,0,0,0,0
42535,Practice,15,42534.55,798.58731,-6054.207846,99.112,18.103331655871376,347.291,18.405,3,0,0,0,0,0,0,0,0,0,0,0,0
42536,Practice,15,42535.5,798.602526,-6054.20568,113.616,17.683887162929267,352.066,18.098,3,0,0,0,0,0,0,0,0,0,0,0,0
42537,Practice,14,42536.55,798.620328,-6054.201522,106.495,18.1431352652796,346.363,17.689,3,0,0,0,0,0,0,0,0,0,0,0,0
42538,Practice,14,42537.5,798.633348,-6054.199446,83.43,17.803775840248377,355.01,16.299,3,0,0,0,0,0,0,0,0,0,0,0,0
42539,Practice,14,42538.55,798.643338,-6054.200316,50.134,15.284793672290553,8.596,14.719,3,0,0,0,0,0,0,0,0,0,0,0,0
42540,Practice,13,42539.5,798.648588,-6054.199536,33.322,12.62210783365274,332.742,14.738,3,0,0,0,0,0,0,0,0,0,0,0,0
42541,Practice,14,42540.55,798.650454,-6054.19494,30.996,12.377606657634608,268.402,14.822,3,0,0,0,0,0,0,0,0,0,0,0,0
42542,Practice,14,42541.5,798.647658,-6054.191196,37.379,14.08112888733857,215.165,14.18,3,0,0,0,0,0,0,0,0,0,0,0,0
42543,Practice,14,42542.55,798.640698,-6054.18975,52.934,15.40613307928072,183.607,13.671,3,0,0,0,0,0,0,0,0,0,0,0,0
42544,Practice,15,42543.5,798.631548,-6054.189948,69.761,17.65731866733954,179.602,11.816,3,0,0,0,0,0,0,0,0,0,0,0,0
42545,Practice,14,42544.55,798.618564,-6054.18909,90.083,18.482523633373354,185.202,10.689,3,0,0,0,0,0,0,0,0,0,0,0,0
42546,Practice,13,42545.6,798.602706,-6054.186732,108.299,18.39654737694629,188.359,9.279,3,0,0,0,0,0,0,0,0,0,0,0,0
42547,Practice,13,42546.6,798.585102,-6054.18513,122.209,17.54795210541836,184.181,9.178,3,0,0,0,0,0,0,0,0,0,0,0,0
42548,Practice,15,42547.8,798.561102,-6054.186774,138.355,18.095642672022688,173.873,9.071,3,0,0,0,0,0,0,0,0,0,0,0,0
42549,Practice,15,42548.6,798.543816,-6054.189294,147.316,18.299686484038617,171.929,8.955,3,0,0,0,0,0,0,0,0,0,0,0,0
42550,Practice,14,42549.55,798.521916,-6054.192228,157.734,18.23816889626507,172.578,8.669,3,0,0,0,0,0,0,0,0,0,0,0,0
42551,Practice,14,42550.55,798.497394,-6054.195156,167.17,18.19239859160168,173.2,8.283,3,0,0,0,0,0,0,0,0,0,0,0,0
42552,Practice,14,42551.5,798.472812,-6054.197934,175.691,18.136986008347822,173.712,8.281,3,0,0,0,0,0,0,0,0,0,0,0,0
42553,Practice,14,42552.55,798.444312,-6054.20118,184.043,17.83603772779036,173.461,8.472,3,0,0,0,0,0,0,0,0,0,0,0,0
42554,Practice,15,42553.5,798.41751,-6054.20412,191.34,18.339948952826187,173.769,7.171,3,0,0,0,0,0,0,0,0,0,0,0,0
42555,Practice,15,42554.55,798.386682,-6054.20772,199.13,18.05155153170202,173.041,5.309,3,0,0,0,0,0,0,0,0,0,0,0,0
42556,Practice,15,42555.5,798.358398,-6054.211494,191.808,18.175890120654657,172.351,3.907,3,0,0,0,0,0,0,0,0,0,0,0,0
42557,Practice,15,42556.55,798.332694,-6054.215046,144.896,17.774703587347574,172.291,3.254,3,0,0,0,0,0,0,0,0,0,0,0,0
42558,Practice,14,42557.5,798.315612,-6054.217254,104.918,18.42088892805995,172.95,2.434,3,0,0,0,0,0,0,0,0,0,0,0,0
42559,Practice,15,42558.55,798.303102,-6054.217794,64.332,16.164842063973374,184.46,2.21,3,0,0,0,0,0,0,0,0,0,0,0,0
42560,Practice,16,42559.5,798.29583,-6054.214344,54.41,15.880922494339712,217.271,1.699,3,0,0,0,0,0,0,0,0,0,0,0,0
42600,Practice,15,42600.0,798.293454,-6054.210834,53.539,15.71029584714092,239.346,1.86,3,0,0,0,0,0,0,0,0,0,0,0,0
42601,Practice,15,42600.55,798.291648,-6054.205782,64.001,16.21550648258351,251.544,2.353,3,0,0,0,0,0,0,0,0,0,0,0,0
42602,Practice,14,42601.5,798.290892,-6054.194388,84.834,17.63136546731821,267.043,2.233,3,0,0,0,0,0,0,0,0,0,0,0,0
42603,Practice,13,42602.55,798.288822,-6054.180006,88.25,18.2339286614285,258.639,2.9,3,0,0,0,0,0,0,0,0,0,0,0,0
42604,Practice,14,42603.5,798.28275,-6054.169722,80.172,17.991639971782615,230.489,3.307,3,0,0,0,0,0,0,0,0,0,0,0,0
42605,Practice,16,42604.55,798.271194,-6054.162246,92.722,17.955040178274647,205.942,3.078,3,0,0,0,0,0,0,0,0,0,0,0,0
42606,Practice,14,42605.5,798.258132,-6054.15615,102.992,18.09974066252666,205.549,2.93,3,0,0,0,0,0,0,0,0,0,0,0,0
42607,Practice,15,42606.55,798.245934,-6054.147786,83.855,18.062235753565165,218.244,2.802,3,0,0,0,0,0,0,0,0,0,0,0,0
42608,Practice,15,42607.5,798.239466,-6054.13962,65.974,16.932648149653247,241.042,2.734,3,0,0,0,0,0,0,0,0,0,0,0,0
42609,Practice,14,42608.55,798.236928,-6054.129822,64.566,16.682216707973062,252.601,3.061,3,0,0,0,0,0,0,0,0,0,0,0,0
42610,Practice,14,42609.5,798.231246,-6054.122454,67.216,16.460859588494312,222.452,3.704,3,0,0,0,0,0,0,0,0,0,0,0,0
42611,Practice,15,42610.55,798.22149,-6054.114738,86.155,18.12342630842672,220.278,3.629,3,0,0,0,0,0,0,0,0,0,0,0,0
42612,Practice,14,42611.5,798.21222,-6054.104712,100.213,17.917838096027623,229.768,3.454,3,0,0,0,0,0,0,0,0,0,0,0,0
42613,Practice,14,42612.55,798.20268,-6054.089964,116.215,17.82651230914647,239.906,3.578,3,0,0,0,0,0,0,0,0,0,0,0,0
42614,Practice,14,42613.5,798.19578,-6054.07338,128.279,18.269028066679507,250.678,3.7,3,0,0,0,0,0,0,0,0,0,0,0,0
42615,Practice,14,42614.55,798.191448,-6054.052074,137.898,18.20125187091407,263.248,3.586,3,0,0,0,0,0,0,0,0,0,0,0,0
42616,Practice,13,42615.5,798.192504,-6054.031278,144.828,17.713014679386347,277.283,3.271,3,0,0,0,0,0,0,0,0,0,0,0,0
42617,Practice,13,42616.55,798.198048,-6054.00741,155.365,18.08857870484832,283.635,3.082,3,0,0,0,0,0,0,0,0,0,0,0,0
42618,Practice,13,42617.5,798.2004,-6053.984526,160.405,18.04154227993969,271.329,2.915,3,0,0,0,0,0,0,0,0,0,0,0,0
42619,Practice,13,42618.55,798.198342,-6053.958408,165.179,18.075056913811,262.76,2.578,3,0,0,0,0,0,0,0,0,0,0,0,0
42620,Practice,14,42619.5,798.192552,-6053.935008,166.176,17.972974977870027,251.743,3.18,3,0,0,0,0,0,0,0,0,0,0,0,0
42621,Practice,14,42620.55,798.18192,-6053.912316,144.648,17.74063425453832,241.346,3.005,3,0,0,0,0,0,0,0,0,0,0,0,0
42622,Practice,14,42621.5,798.172782,-6053.896488,112.655,17.686547870938718,237.948,2.607,3,0,0,0,0,0,0,0,0,0,0,0,0
42623,Practice,12,42622.55,798.164424,-6053.884014,79.675,17.835519549754178,235.632,2.22,3,0,0,0,0,0,0,0,0,0,0,0,0
42624,Practice,15,42623.5,798.156894,-6053.877444,66.373,16.29177952647668,209.417,1.953,3,0,0,0,0,0,0,0,0,0,0,0,0
42625,Practice,14,42624.55,798.146022,-6053.876418,75.542,17.634013116136448,177.253,2.272,3,0,0,0,0,0,0,0,0,0,0,0,0
42626,Practice,13,42625.5,798.13368,-6053.87826,92.707,18.2974275006624,170.504,2.245,3,0,0,0,0,0,0,0,0,0,0,0,0
42627,Practice,16,42626.55,798.117714,-6053.882178,109.501,18.03325573013192,162.94,2.635,3,0,0,0,0,0,0,0,0,0,0,0,0
42628,Practice,16,42627.5,798.102582,-6053.89008,123.318,17.563949968153995,148.106,3.268,3,0,0,0,0,0,0,0,0,0,0,0,0
42629,Practice,15,42628.55,798.086484,-6053.903406,136.174,17.83246731466818,138.372,3.924,3,0,0,0,0,0,0,0,0,0,0,0,0
42630,Practice,15,42629.5,798.07134,-6053.917338,145.35,17.91510096105471,138.121,4.221,3,0,0,0,0,0,0,0,0,0,0,0,0
42631,Practice,15,42630.55,798.052308,-6053.932602,157.489,18.229292721307917,144.116,3.775,3,0,0,0,0,0,0,0,0,0,0,0,0
42632,Practice,14,42631.5,798.034554,-6053.94543,145.156,18.39782887074551,142.819,2.72,3,0,0,0,0,0,0,0,0,0,0,0,0
42633,Practice,15,42632.55,798.020124,-6053.96199,132.872,18.08660203171725,126.101,3.646,3,0,0,0,0,0,0,0,0,0,0,0,0
42634,Practice,14,42633.5,798.012084,-6053.979462,134.136,18.609098659508696,110.023,3.549,3,0,0,0,0,0,0,0,0,0,0,0,0
42635,Practice,14,42634.55,798.005382,-6054.001134,145.001,17.741534079331533,109.497,3.658,3,0,0,0,0,0,0,0,0,0,0,0,0
42636,Practice,16,42635.5,797.995296,-6054.02049,152.935,17.860988137291457,122.815,2.446,3,0,0,0,0,0,0,0,0,0,0,0,0
42637,Practice,15,42636.55,797.979846,-6054.040968,163.458,18.51228650896168,129.501,2.279,3,0,0,0,0,0,0,0,0,0,0,0,0
42638,Practice,14,42637.5,797.96427,-6054.059832,170.87,17.753994049324046,130.299,1.688,3,0,0,0,0,0,0,0,0,0,0,0,0
42639,Practice,14,42638.55,797.9466,-6054.081306,172.436,17.82171387473856,129.881,1.544,3,0,0,0,0,0,0,0,0,0,0,0,0
42640,Practice,14,42639.5,797.93361,-6054.09756,132.293,18.382822544479147,130.241,2.543,3,0,0,0,0,0,0,0,0,0,0,0,0
42641,Practice,15,42640.55,797.924268,-6054.110868,89.356,17.928471704533365,125.154,3.439,3,0,0,0,0,0,0,0,0,0,0,0,0
42642,Practice,15,42641.5,797.91966,-6054.120744,69.077,16.802833603627604,106.228,3.259,3,0,0,0,0,0,0,0,0,0,0,0,0
42643,Practice,16,42642.55,797.921274,-6054.130356,58.892,15.569250718219696,60.352,2.399,3,0,0,0,0,0,0,0,0,0,0,0,0
42644,Practice,16,42643.5,797.92794,-6054.13476,55.818,14.50291183906037,17.467,1.769,3,0,0,0,0,0,0,0,0,0,0,0,0
42645,Practice,15,42644.55,797.937876,-6054.134064,69.602,16.688257755898178,347.099,1.595,3,0,0,0,0,0,0,0,0,0,0,0,0
42646,Practice,16,42645.5,797.948418,-6054.129264,86.879,18.011574314819335,331.764,1.763,3,0,0,0,0,0,0,0,0,0,0,0,0
42647,Practice,16,42646.55,797.961756,-6054.121962,102.024,18.20440085150544,335.653,2.178,3,0,0,0,0,0,0,0,0,0,0,0,0
42648,Practice,14,42647.5,797.97732,-6054.118092,116.327,18.24874229854012,350.116,2.313,3,0,0,0,0,0,0,0,0,0,0,0,0
42649,Practice,16,42648.55,797.997018,-6054.117804,128.563,18.28876999304964,1.432,2.418,3,0,0,0,0,0,0,0,0,0,0,0,0
42650,Practice,16,42649.5,798.016422,-6054.121254,142.067,17.647415453479645,11.68,1.226,3,0,0,0,0,0,0,0,0,0,0,0,0
42651,Practice,15,42650.55,798.03834,-6054.130212,152.032,18.15735040301552,23.414,0.031,3,0,0,0,0,0,0,0,0,0,0,0,0
42652,Practice,15,42651.5,798.058596,-6054.140676,161.906,17.783978006505453,27.453,0.328,3,0,0,0,0,0,0,0,0,0,0,0,0
42653,Practice,16,42652.55,798.082164,-6054.153444,171.76,18.061384596193307,27.661,0.215,3,0,0,0,0,0,0,0,0,0,0,0,0
42654,Practice,16,42653.5,798.104616,-6054.165402,179.726,18.245913398802724,27.458,-0.081,3,0,0,0,0,0,0,0,0,0,0,0,0
42655,Practice,16,42654.55,798.130368,-6054.179334,187.272,17.935816518394788,27.898,-0.252,3,0,0,0,0,0,0,0,0,0,0,0,0
42656,Practice,16,42655.5,798.154512,-6054.1926,193.547,18.01296122216501,28.372,-0.839,3,0,0,0,0,0,0,0,0,0,0,0,0
42657,Practice,15,42656.55,798.182148,-6054.207816,200.29,17.88290133414294,28.17,-1.353,3,0,0,0,0,0,0,0,0,0,0,0,0
42658,Practice,15,42657.5,798.207876,-6054.221982,206.01,17.60708402205673,28.308,-1.307,3,0,0,0,0,0,0,0,0,0,0,0,0
42659,Practice,15,42658.55,798.237102,-6054.238002,211.957,18.1052355059763,28.431,-1.331,3,0,0,0,0,0,0,0,0,0,0,0,0
42660,Practice,15,42659.5,798.26415,-6054.252912,216.446,18.137893490719183,28.033,-0.97,3,0,0,0,0,0,0,0,0,0,0,0,0
42700,Practice,15,42700.0,798.278586,-6054.260928,219.067,17.685077923337328,28.481,-0.655,3,0,0,0,0,0,0,0,0,0,0,0,0
42701,Practice,16,42700.55,798.294594,-6054.269844,220.309,18.233517223041478,28.279,-0.028,3,0,0,0,0,0,0,0,0,0,0,0,0
42702,Practice,16,42701.5,798.322134,-6054.285192,211.37,18.242647116712423,28.291,2.902,3,0,0,0,0,0,0,0,0,0,0,0,0
42703,Practice,16,42702.55,798.348066,-6054.300012,171.936,17.70244472646144,30.131,6.477,3,0,0,0,0,0,0,0,0,0,0,0,0
42704,Practice,16,42703.5,798.366426,-6054.313044,147.416,17.85091803674766,37.805,9.005,3,0,0,0,0,0,0,0,0,0,0,0,0
42705,Practice,15,42704.55,798.381738,-6054.328632,128.005,17.84344064164664,51.126,10.546,3,0,0,0,0,0,0,0,0,0,0,0,0
42706,Practice,15,42705.5,798.389574,-6054.343776,112.104,18.191225138817064,69.006,11.924,3,0,0,0,0,0,0,0,0,0,0,0,0
42707,Practice,15,42706.55,798.392178,-6054.359664,90.072,17.8473110233853,85.462,12.158,3,0,0,0,0,0,0,0,0,0,0,0,0
42708,Practice,16,42707.5,798.39294,-6054.370392,68.126,16.58008739335676,84.482,12.862,3,0,0,0,0,0,0,0,0,0,0,0,0
